Nh,Overall dB,Test dB,Train dB,Overall MSE mean,Test MSE mean,Train MSE mean,Overall MSE sem,Test MSE sem,Train MSE sem,Avg. R Squared (test) mean,Avg. R Squared (training) mean,Avg. R Squared (test) sem,Avg. R Squared (training) sem,Avg. Train Time mean,Avg. Train Time sem,Avg. no of iterations,No. of useless models (test),No. of useless models (training)
0,-14.1,-12.862,-14.77,0.038907525172334416,0.05173904892355813,0.03334341310321972,0.0018465172828933934,0.0017412519200797783,0.0018974330790921111,0.9392979818516431,0.9685864857099243,0.0020428961848469006,0.0017876106732086952,1.2448078846931458,0.02320435439741552,500.0,0,0
